timestamp,open,high,low,close,volume
2025-09-05,68.0100,68.5800,67.8700,67.9600,23977995
2025-09-04,69.1100,69.4600,68.1150,68.2500,16736009
2025-09-03,68.6600,69.0950,67.3700,68.9900,33392402
2025-09-02,68.9600,69.3400,68.2550,69.0600,24770073
2025-08-29,68.6700,69.1400,68.4250,68.9900,14601094
2025-08-28,68.8800,68.9000,68.2800,68.3600,16209870
2025-08-27,68.8200,68.8700,68.4650,68.8300,11562741
2025-08-26,69.0400,69.0800,68.5750,68.7300,17964231
2025-08-25,70.1100,70.2300,68.7150,68.9300,13634562
2025-08-22,70.9600,71.0200,69.9200,70.1300,12999606
2025-08-21,70.6000,70.9050,70.3300,70.6600,8840427
2025-08-20,70.7400,71.7050,70.4050,70.7000,17530847
2025-08-19,69.3000,70.2200,69.2400,70.1300,13862214
2025-08-18,69.9800,70.0500,69.0500,69.1300,14094881
2025-08-15,69.7400,70.3850,69.5700,69.9200,12381112
2025-08-14,70.3800,70.4600,69.3900,69.5500,10722373
2025-08-13,70.6900,70.7700,70.2300,70.4600,10356518
2025-08-12,70.8150,71.0600,70.2200,70.7100,11065044
2025-08-11,70.3000,70.8600,69.9600,70.7500,10909371
2025-08-08,70.3650,70.8710,70.0800,70.3400,9232651
2025-08-07,69.4600,70.7150,69.3300,70.4300,15790802
2025-08-06,69.1200,69.8000,68.6300,69.5100,10782977
2025-08-05,68.9000,69.4850,68.7500,69.0500,11993391
2025-08-04,68.7150,69.0850,68.3100,68.9600,10701525
2025-08-01,68.5950,69.0400,68.2700,68.8600,16107506
2025-07-31,68.1500,68.6500,67.7400,67.8900,17193418
2025-07-30,69.1100,69.3300,68.5250,68.7500,10448179
2025-07-29,68.3400,69.4200,68.1500,69.3800,16223379
2025-07-28,68.7400,68.9000,68.0600,68.0900,13668798
2025-07-25,69.1300,69.2300,68.7500,69.1700,12574823
2025-07-24,69.2550,69.5500,68.9900,69.1000,12511367
2025-07-23,69.6600,69.7400,68.6000,69.1600,21029993
2025-07-22,69.4500,70.2592,68.6900,69.6600,22339884
2025-07-21,70.1950,70.6200,69.9300,70.0700,17811719
2025-07-18,70.4450,70.7000,69.8350,69.8500,14927950
2025-07-17,69.8100,70.6850,69.5100,70.5900,20464657
2025-07-16,69.3500,69.5000,68.7900,69.2700,13178292
2025-07-15,69.5100,69.5500,69.1500,69.3600,12639808
2025-07-14,69.8000,70.0800,69.2719,69.4700,13983246
2025-07-11,69.5650,70.1550,69.2500,69.8700,12916670
2025-07-10,69.2900,69.8450,69.1600,69.7700,14615046
2025-07-09,70.1600,70.2500,68.9700,69.4800,33704119
2025-07-08,70.6800,70.6800,69.8800,70.2400,17115521
2025-07-07,71.3700,71.3700,70.8000,71.0100,16984675
2025-07-03,71.0400,71.3950,70.4500,71.3500,9440457
2025-07-02,71.6900,71.8250,70.7350,70.9100,13050239
2025-07-01,70.9900,72.4500,70.9000,71.6700,21729276
2025-06-30,70.1250,70.7900,70.0900,70.7500,15428966
2025-06-27,69.5900,70.5600,69.4700,70.3300,23470691
2025-06-26,69.7000,69.9200,69.1450,69.4700,14454090
2025-06-25,69.9250,70.0200,69.4300,69.6300,12540374
2025-06-24,69.9450,70.3500,69.6850,70.2100,15216084
2025-06-23,69.1400,69.8100,68.9700,69.7400,21822773
2025-06-20,69.0900,69.5554,68.7800,68.8400,40859425
2025-06-18,70.0000,70.0000,69.0900,69.2100,16227582
2025-06-17,70.3800,70.4600,69.5800,69.6200,15437032
2025-06-16,71.2000,71.6200,70.2400,70.5200,15045880
2025-06-13,71.7700,71.8800,70.7300,71.0200,17467162
2025-06-12,72.2500,72.3999,71.6000,72.2400,12806911
2025-06-11,72.2650,72.3600,71.7600,72.0700,12718510
2025-06-10,71.9000,72.6850,71.7600,72.3500,12264972
2025-06-09,71.3500,71.8300,71.0900,71.7700,12281339
2025-06-06,71.0850,71.4800,70.9448,71.3500,9524036
2025-06-05,71.3800,71.4550,70.8350,70.9100,13535619
2025-06-04,71.2600,71.8450,70.6800,71.3700,13565891
2025-06-03,71.7100,71.7800,70.4750,71.1600,20139767
2025-06-02,72.0250,72.0400,71.3600,72.0000,10202737
2025-05-30,71.6050,72.4700,71.6050,72.1000,28019547
2025-05-29,71.0000,71.6600,70.4600,71.4900,10294095
2025-05-28,71.7000,71.9000,71.0500,71.1500,8710896
2025-05-27,71.7400,72.2200,71.5600,71.7800,10666102
2025-05-23,71.5400,71.9800,70.6850,71.7700,12822145
2025-05-22,71.8400,71.9850,70.9600,71.1400,11101798
2025-05-21,71.6900,72.0800,71.5850,71.8500,12094424
2025-05-20,71.8000,72.1300,71.4300,71.6900,12137798
2025-05-19,72.0300,72.1700,71.6400,71.9300,13282775
2025-05-16,71.8600,72.2600,71.4300,72.0000,18441200
2025-05-15,69.7000,71.7300,69.6000,71.6100,19817096
2025-05-14,68.8800,69.3400,68.5800,69.1600,16286799
2025-05-13,69.5900,69.6900,68.8700,68.9600,14389053
2025-05-12,70.1450,70.3300,68.7000,69.5300,21539013
2025-05-09,70.9900,71.1500,70.4600,70.5200,11228947
2025-05-08,72.2000,72.4700,71.1300,71.1700,14371061
2025-05-07,71.7200,72.6850,71.6700,72.4000,15025786
2025-05-06,71.6750,71.9000,71.1600,71.7200,12705475
2025-05-05,71.6700,71.8000,71.0100,71.7000,11932687
2025-05-02,71.5000,71.8150,71.0950,71.6500,12629593
2025-05-01,72.0000,72.0400,71.2300,71.2900,18034163
2025-04-30,73.3500,73.4800,71.6850,72.5500,21074652
2025-04-29,71.1900,72.7100,70.2800,72.3500,16244057
2025-04-28,72.0750,72.2600,71.3100,71.7900,15997495
2025-04-25,72.6500,72.9200,71.1250,71.9100,16315984
2025-04-24,73.0200,73.4250,72.3000,72.5200,16893861
2025-04-23,73.2900,73.9500,72.3800,73.3000,16353927
2025-04-22,73.0000,74.3800,72.9200,73.9000,15613518
2025-04-21,73.3800,73.4723,71.8200,72.7700,16037190
2025-04-17,71.9000,73.4250,71.7200,73.0000,20754495
2025-04-16,72.3600,72.6650,71.3850,71.6800,15276216
2025-04-15,72.6200,72.6300,71.7250,71.8600,14965492
2025-04-14,71.3000,72.6600,70.9300,72.4500,13930207
